sno,filepath,label,source,fold_id,duration_sec,duration_samples,sr,channels,bit_depth,md5,extra_meta
54,data/esc50/audio/1-17124-A-43.wav,car_horn,esc50,1,5.0,220500,44100,1,16,48d2ddad734e01624da0e649f47e1245,
55,data/esc50/audio/1-17150-A-12.wav,crackling_fire,esc50,1,5.0,220500,44100,1,16,ebe368c41f3cfa6db0ec3db9ec7ef7d3,
56,data/esc50/audio/1-172649-A-40.wav,helicopter,esc50,1,5.0,220500,44100,1,16,2cffe6d20b3fcf20f6bf3d9f8844b9d1,
57,data/esc50/audio/1-172649-B-40.wav,helicopter,esc50,1,5.0,220500,44100,1,16,ff911580c92f0993ee9830afb94854bf,
58,data/esc50/audio/1-172649-C-40.wav,helicopter,esc50,1,5.0,220500,44100,1,16,5a053379dd79b727a4b4b871a33ba2a9,
59,data/esc50/audio/1-172649-D-40.wav,helicopter,esc50,1,5.0,220500,44100,1,16,72b3108f38d7525b4cfa7b56629b469b,
60,data/esc50/audio/1-172649-E-40.wav,helicopter,esc50,1,5.0,220500,44100,1,16,0ffe3f37788b2157431765ec60ae6823,
61,data/esc50/audio/1-172649-F-40.wav,helicopter,esc50,1,5.0,220500,44100,1,16,dd9642cd84c48399dd3a3acde50e3aaf,
62,data/esc50/audio/1-17295-A-29.wav,drinking_sipping,esc50,1,5.0,220500,44100,1,16,c0941c093d77339498369e9279c49270,
63,data/esc50/audio/1-17367-A-10.wav,rain,esc50,1,5.0,220500,44100,1,16,b9a800caf442727a176143ec603a73c8,
64,data/esc50/audio/1-17565-A-12.wav,crackling_fire,esc50,1,5.0,220500,44100,1,16,55e455ac7d578f282f7e8e0b9e07ada2,
65,data/esc50/audio/1-17585-A-7.wav,insects,esc50,1,5.0,220500,44100,1,16,a8ae80cc39d8457d8121d882536c36cf,
66,data/esc50/audio/1-17742-A-12.wav,crackling_fire,esc50,1,5.0,220500,44100,1,16,f2f706eb624259b81124f7303c19f1d3,
67,data/esc50/audio/1-17808-A-12.wav,crackling_fire,esc50,1,5.0,220500,44100,1,16,4b569db70e19da4c4d6aac017b53f238,
68,data/esc50/audio/1-17808-B-12.wav,crackling_fire,esc50,1,5.0,220500,44100,1,16,d734ff66bedd13aa07ef2240e792adb8,
69,data/esc50/audio/1-1791-A-26.wav,laughing,esc50,1,5.0,220500,44100,1,16,a012af99838ab1f61af485804cd34f66,
70,data/esc50/audio/1-17970-A-4.wav,frog,esc50,1,5.0,220500,44100,1,16,43fca87ce1f7783ac2e4c0003c489550,
71,data/esc50/audio/1-18074-A-6.wav,hen,esc50,1,5.0,220500,44100,1,16,9cdc04508952b2af02ad30939a691775,
72,data/esc50/audio/1-18074-B-6.wav,hen,esc50,1,5.0,220500,44100,1,16,d7d45f51c15c684c304cef53d2d8413c,
73,data/esc50/audio/1-181071-A-40.wav,helicopter,esc50,1,5.0,220500,44100,1,16,004d104017b401095e5a399cf758c3fa,
74,data/esc50/audio/1-181071-B-40.wav,helicopter,esc50,1,5.0,220500,44100,1,16,96abb12ad2ace2da10656b3db513f50e,
75,data/esc50/audio/1-18527-A-44.wav,engine,esc50,1,5.0,220500,44100,1,16,321ce7b82117474063ad5826b79cdf68,
76,data/esc50/audio/1-18527-B-44.wav,engine,esc50,1,5.0,220500,44100,1,16,23f412e943f317fcc6fb8fdbc2e10475,
77,data/esc50/audio/1-18631-A-23.wav,breathing,esc50,1,5.0,220500,44100,1,16,be0d1bd428b8e7bba309c5dbfc7ceb83,
78,data/esc50/audio/1-18655-A-31.wav,mouse_click,esc50,1,5.0,220500,44100,1,16,edd7678dac483b83cc0ec6cfdc5cff94,
79,data/esc50/audio/1-187207-A-20.wav,crying_baby,esc50,1,5.0,220500,44100,1,16,fb975bc19a0cd18d6159a6cddd5a7ce0,
80,data/esc50/audio/1-18755-A-4.wav,frog,esc50,1,5.0,220500,44100,1,16,0a684cc2ba8fe354030d94f5be1419bb,
81,data/esc50/audio/1-18755-B-4.wav,frog,esc50,1,5.0,220500,44100,1,16,4f9a46e2d588f89b0ebfbff7589d1ac0,
82,data/esc50/audio/1-18757-A-4.wav,frog,esc50,1,5.0,220500,44100,1,16,e4d21c076ace552bc2f82d7c0e4f5abe,
83,data/esc50/audio/1-18810-A-49.wav,hand_saw,esc50,1,5.0,220500,44100,1,16,ad5e7c40c9fb92f03db762adf10aaf78,
84,data/esc50/audio/1-19026-A-43.wav,car_horn,esc50,1,5.0,220500,44100,1,16,a24300f531b861770a888c663b56026c,
85,data/esc50/audio/1-19111-A-24.wav,coughing,esc50,1,5.0,220500,44100,1,16,8b66634684bcc399ad9242c518d77d3e,
86,data/esc50/audio/1-19118-A-24.wav,coughing,esc50,1,5.0,220500,44100,1,16,a08664cc4a756d4830cc06515e5f56f9,
87,data/esc50/audio/1-19501-A-7.wav,insects,esc50,1,5.0,220500,44100,1,16,7d65723c3b22a16eb5b73f26d7536adf,
88,data/esc50/audio/1-196660-A-8.wav,sheep,esc50,1,5.0,220500,44100,1,16,0c4bfe1fa5eebcf90e0e8618c367cfbd,
89,data/esc50/audio/1-196660-B-8.wav,sheep,esc50,1,5.0,220500,44100,1,16,fe5ddb525eae2d09f49e38d0d59b3ef0,
90,data/esc50/audio/1-19840-A-36.wav,vacuum_cleaner,esc50,1,5.0,220500,44100,1,16,0fed71d9710bf463065784a516128bc5,
91,data/esc50/audio/1-19872-A-36.wav,vacuum_cleaner,esc50,1,5.0,220500,44100,1,16,192d881a4a5903e1d33adcbf53dbc156,
92,data/esc50/audio/1-19872-B-36.wav,vacuum_cleaner,esc50,1,5.0,220500,44100,1,16,26f6d771fedd07240c1f509209837a68,
93,data/esc50/audio/1-19898-A-41.wav,chainsaw,esc50,1,5.0,220500,44100,1,16,cf745899e2a60aec4e703de77ba2491f,
94,data/esc50/audio/1-19898-B-41.wav,chainsaw,esc50,1,5.0,220500,44100,1,16,6b4c00236d46f9996b6940a104c76085,
95,data/esc50/audio/1-19898-C-41.wav,chainsaw,esc50,1,5.0,220500,44100,1,16,1a63d33d54ea4e1f09c560c8c058e99a,
96,data/esc50/audio/1-20133-A-39.wav,glass_breaking,esc50,1,5.0,220500,44100,1,16,72105097196b7613897ef3b4de91c2f3,
97,data/esc50/audio/1-202111-A-3.wav,cow,esc50,1,5.0,220500,44100,1,16,cf1d770ed1f7f1ad11936263a8fc287b,
98,data/esc50/audio/1-20545-A-28.wav,snoring,esc50,1,5.0,220500,44100,1,16,e743860037007071697f6c244ca4d856,
99,data/esc50/audio/1-20736-A-18.wav,toilet_flush,esc50,1,5.0,220500,44100,1,16,30c095cac29955faa097f3f11f80a76d,
100,data/esc50/audio/1-208757-A-2.wav,pig,esc50,1,5.0,220500,44100,1,16,bd0d148ae83b14efa9b87f6acea99e02,
101,data/esc50/audio/1-208757-B-2.wav,pig,esc50,1,5.0,220500,44100,1,16,4452b80bd9ff3c7718f6ff8a5890faa2,
102,data/esc50/audio/1-208757-C-2.wav,pig,esc50,1,5.0,220500,44100,1,16,64e3aa0cca73cb2457383efebd604ee7,
103,data/esc50/audio/1-208757-D-2.wav,pig,esc50,1,5.0,220500,44100,1,16,5a6bbf8ce3ae66e667d6445984841aae,
104,data/esc50/audio/1-208757-E-2.wav,pig,esc50,1,5.0,220500,44100,1,16,6117a4d1f27de1ad25e373f52f62ae40,
105,data/esc50/audio/1-211527-A-20.wav,crying_baby,esc50,1,5.0,220500,44100,1,16,16c6a9d7ec91b8a7f869e29e11b30dd3,
106,data/esc50/audio/1-211527-B-20.wav,crying_baby,esc50,1,5.0,220500,44100,1,16,0190570136bf80eaf17337832bde6b2f,
107,data/esc50/audio/1-211527-C-20.wav,crying_baby,esc50,1,5.0,220500,44100,1,16,4559008cef7fcfc84728afdd10074c99,
108,data/esc50/audio/1-21189-A-10.wav,rain,esc50,1,5.0,220500,44100,1,16,bbef37ded9974aa6b099a6e1f98d0fc0,
109,data/esc50/audio/1-21421-A-46.wav,church_bells,esc50,1,5.0,220500,44100,1,16,b7f6a4ccbd1f84c87463d86489513008,
110,data/esc50/audio/1-21896-A-35.wav,washing_machine,esc50,1,5.0,220500,44100,1,16,83aa5e8f943d65639049216c218ed13b,
111,data/esc50/audio/1-21934-A-38.wav,clock_tick,esc50,1,5.0,220500,44100,1,16,318801bddb276db020541160daf89a8e,
112,data/esc50/audio/1-21935-A-38.wav,clock_tick,esc50,1,5.0,220500,44100,1,16,8f1c860f0007786a4c2434305cc80121,
113,data/esc50/audio/1-223162-A-25.wav,footsteps,esc50,1,5.0,220500,44100,1,16,9fe918eda336848a7bdc480b71cd1370,
114,data/esc50/audio/1-22694-A-20.wav,crying_baby,esc50,1,5.0,220500,44100,1,16,b28410ddeda1e9041fb90ab099c13a5d,
115,data/esc50/audio/1-22694-B-20.wav,crying_baby,esc50,1,5.0,220500,44100,1,16,36dd090adfa2edccdaa41b7d62371bec,
116,data/esc50/audio/1-22804-A-46.wav,church_bells,esc50,1,5.0,220500,44100,1,16,de0d301b3e81b2adc7c3ecc4ab97f622,
117,data/esc50/audio/1-22882-A-44.wav,engine,esc50,1,5.0,220500,44100,1,16,678108c354e789ca3d09febc9b3a573f,
118,data/esc50/audio/1-23094-A-15.wav,water_drops,esc50,1,5.0,220500,44100,1,16,445c772fbb3dbd009edd4f565d354860,
119,data/esc50/audio/1-23094-B-15.wav,water_drops,esc50,1,5.0,220500,44100,1,16,824f1d5972519cae32a153f872fa358b,
120,data/esc50/audio/1-23222-A-19.wav,thunderstorm,esc50,1,5.0,220500,44100,1,16,dc9f4cfc66180a38fba4e2feca702d48,
121,data/esc50/audio/1-23222-B-19.wav,thunderstorm,esc50,1,5.0,220500,44100,1,16,169877e3473650d7cb041742977ec35f,
122,data/esc50/audio/1-23706-A-49.wav,hand_saw,esc50,1,5.0,220500,44100,1,16,1b98a8b7e2b8904b6e12af810ec7aebb,
123,data/esc50/audio/1-23996-A-35.wav,washing_machine,esc50,1,5.0,220500,44100,1,16,905883378bbcca1aaa580a4a8ddf15ff,
124,data/esc50/audio/1-23996-B-35.wav,washing_machine,esc50,1,5.0,220500,44100,1,16,ed0ee1744dd49e308ce0e0855490f95c,
125,data/esc50/audio/1-24074-A-43.wav,car_horn,esc50,1,5.0,220500,44100,1,16,86cf075220ca7c1d03370862e1176517,
126,data/esc50/audio/1-24076-A-43.wav,car_horn,esc50,1,5.0,220500,44100,1,16,d77a5651bdd601ec1f863a6af3412d1e,
127,data/esc50/audio/1-24524-A-19.wav,thunderstorm,esc50,1,5.0,220500,44100,1,16,4bb0e358a63f7fd8629b59929a9a7946,
128,data/esc50/audio/1-24524-B-19.wav,thunderstorm,esc50,1,5.0,220500,44100,1,16,f4a4b6bae4b170da54454388b9bee57f,
129,data/esc50/audio/1-24524-C-19.wav,thunderstorm,esc50,1,5.0,220500,44100,1,16,7bf4adc9246119cbb610cf849e55c25c,
130,data/esc50/audio/1-24796-A-47.wav,airplane,esc50,1,5.0,220500,44100,1,16,2168a493d3aafa70bebf18784416fb6b,
131,data/esc50/audio/1-254507-A-43.wav,car_horn,esc50,1,5.0,220500,44100,1,16,139e4a97e5ed7ff1bd382801238fa39a,
132,data/esc50/audio/1-25777-A-48.wav,fireworks,esc50,1,5.0,220500,44100,1,16,3cbf02df83c321ab65611ae484a4c665,
133,data/esc50/audio/1-25781-A-48.wav,fireworks,esc50,1,5.0,220500,44100,1,16,4c3e5073a47aa5f63a30e6fccddb30f2,
134,data/esc50/audio/1-260640-A-2.wav,pig,esc50,1,5.0,220500,44100,1,16,d36eb7d1206be78898a1bc27bbb579bc,
135,data/esc50/audio/1-260640-B-2.wav,pig,esc50,1,5.0,220500,44100,1,16,8527b1849ef55cca1f047191e496d28b,
136,data/esc50/audio/1-260640-C-2.wav,pig,esc50,1,5.0,220500,44100,1,16,965be1c587732b5ab27fb9659b09d7cc,
137,data/esc50/audio/1-26143-A-21.wav,sneezing,esc50,1,5.0,220500,44100,1,16,daea0af83da42bc62a923541d443fdea,
138,data/esc50/audio/1-26176-A-43.wav,car_horn,esc50,1,5.0,220500,44100,1,16,45220035302a34484fc985f7220de4c6,
139,data/esc50/audio/1-26177-A-43.wav,car_horn,esc50,1,5.0,220500,44100,1,16,cd56a8b96f221dc61cb4a09ade4fd9e3,
140,data/esc50/audio/1-26188-A-30.wav,door_wood_knock,esc50,1,5.0,220500,44100,1,16,79ac0ac5d19e4856d79ba1c3f901302c,
141,data/esc50/audio/1-26222-A-10.wav,rain,esc50,1,5.0,220500,44100,1,16,e6e8dfe47525c5a76cadeba542c4fec0,
142,data/esc50/audio/1-26806-A-1.wav,rooster,esc50,1,5.0,220500,44100,1,16,6cd19616cb8b36a16c4454ed47df0c54,
143,data/esc50/audio/1-27165-A-35.wav,washing_machine,esc50,1,5.0,220500,44100,1,16,f68f539cbe66d924d373199d3885c283,
144,data/esc50/audio/1-27166-A-35.wav,washing_machine,esc50,1,5.0,220500,44100,1,16,dd765fe3bc9241f56c30ba25ae419267,
145,data/esc50/audio/1-27403-A-28.wav,snoring,esc50,1,5.0,220500,44100,1,16,18a44defc625fb270c5583dcd3ba7328,
146,data/esc50/audio/1-27405-A-28.wav,snoring,esc50,1,5.0,220500,44100,1,16,16f654a26e818b0e2a8d994730cacb86,
147,data/esc50/audio/1-27724-A-1.wav,rooster,esc50,1,5.0,220500,44100,1,16,4aab5381f2fe7031bb6d00fc4a0bbb40,
148,data/esc50/audio/1-28005-A-18.wav,toilet_flush,esc50,1,5.0,220500,44100,1,16,146229defdbf2631e67a812ca1b2cd93,
149,data/esc50/audio/1-28135-A-11.wav,sea_waves,esc50,1,5.0,220500,44100,1,16,f806edecae7bdae5fe1cb11918ba5048,
150,data/esc50/audio/1-28135-B-11.wav,sea_waves,esc50,1,5.0,220500,44100,1,16,198db3efc269c4c36d7c4250bb6ab316,
151,data/esc50/audio/1-28808-A-43.wav,car_horn,esc50,1,5.0,220500,44100,1,16,9850b82e2f1aab8529e59385e3279f49,
152,data/esc50/audio/1-29532-A-16.wav,wind,esc50,1,5.0,220500,44100,1,16,97dff588541709080f9da4b318a60076,
153,data/esc50/audio/1-29561-A-10.wav,rain,esc50,1,5.0,220500,44100,1,16,45b76d1132f200b81f2f92b6e02951ab,
154,data/esc50/audio/1-29680-A-21.wav,sneezing,esc50,1,5.0,220500,44100,1,16,fb6ff5eb292d29b242e8c927dd809d14,
155,data/esc50/audio/1-30039-A-26.wav,laughing,esc50,1,5.0,220500,44100,1,16,1978b36567ca8e50aff03223b4b9b27d,
156,data/esc50/audio/1-30043-A-26.wav,laughing,esc50,1,5.0,220500,44100,1,16,86eacc9ac7c202dfaaac41d3cebf3b40,
157,data/esc50/audio/1-30214-A-18.wav,toilet_flush,esc50,1,5.0,220500,44100,1,16,fc8d2da638cf8c1f4e11bdde510d746e,
158,data/esc50/audio/1-30226-A-0.wav,dog,esc50,1,5.0,220500,44100,1,16,42e9cfb81126f626d6e553b45910dba2,
159,data/esc50/audio/1-30344-A-0.wav,dog,esc50,1,5.0,220500,44100,1,16,b27755c6ab8b43b399dd73e67fbeb71d,
160,data/esc50/audio/1-30709-A-23.wav,breathing,esc50,1,5.0,220500,44100,1,16,557217fbcfb92c89c7a1e5d509c02b1b,
161,data/esc50/audio/1-30709-B-23.wav,breathing,esc50,1,5.0,220500,44100,1,16,a61f12b64663582daccde50964f369b1,
162,data/esc50/audio/1-30709-C-23.wav,breathing,esc50,1,5.0,220500,44100,1,16,00cb3ace46c487c1b1642d0b0b60ce4d,
163,data/esc50/audio/1-30830-A-24.wav,coughing,esc50,1,5.0,220500,44100,1,16,6a136a56f211b6e6ed78ad8b98df0c5b,
164,data/esc50/audio/1-31251-A-6.wav,hen,esc50,1,5.0,220500,44100,1,16,db4d6da6b81caa4cf77e2053bca96af9,
165,data/esc50/audio/1-31251-B-6.wav,hen,esc50,1,5.0,220500,44100,1,16,63e6bb36a588c7f7056c288b807ee0c5,
166,data/esc50/audio/1-31482-A-42.wav,siren,esc50,1,5.0,220500,44100,1,16,359077fd829c9a67f0b5b02bb861b422,
167,data/esc50/audio/1-31482-B-42.wav,siren,esc50,1,5.0,220500,44100,1,16,9335ca8e603af16edb1c02985ad02956,
168,data/esc50/audio/1-31748-A-21.wav,sneezing,esc50,1,5.0,220500,44100,1,16,cc005debb2453c308f1b2542fa34fff5,
169,data/esc50/audio/1-31836-A-4.wav,frog,esc50,1,5.0,220500,44100,1,16,0cb900c1bbc8a970409747e928883e7f,
170,data/esc50/audio/1-31836-B-4.wav,frog,esc50,1,5.0,220500,44100,1,16,b58395bd518a6e87b051c3e605d8c801,
171,data/esc50/audio/1-32318-A-0.wav,dog,esc50,1,5.0,220500,44100,1,16,06124ddcf92a13b602a663573136ca24,
172,data/esc50/audio/1-32373-A-35.wav,washing_machine,esc50,1,5.0,220500,44100,1,16,e586262c7d45110a61694d962f6857bf,
173,data/esc50/audio/1-32373-B-35.wav,washing_machine,esc50,1,5.0,220500,44100,1,16,a7cbf2cad9afe7dc0e25bfaf43a12e33,
174,data/esc50/audio/1-32579-A-29.wav,drinking_sipping,esc50,1,5.0,220500,44100,1,16,29e49895c7e8481dfdcebf1a8fa32f01,
175,data/esc50/audio/1-33658-A-26.wav,laughing,esc50,1,5.0,220500,44100,1,16,3fc4449d25e390f0edf103765ed37eae,
176,data/esc50/audio/1-34094-A-5.wav,cat,esc50,1,5.0,220500,44100,1,16,f15e37777080e9f18ad5ea9c6de4ac94,
177,data/esc50/audio/1-34094-B-5.wav,cat,esc50,1,5.0,220500,44100,1,16,404335812fd0daf03663e613486210f9,
178,data/esc50/audio/1-34119-A-1.wav,rooster,esc50,1,5.0,220500,44100,1,16,9d07fd4723ea0f80083a1bc2207bce1d,
179,data/esc50/audio/1-34119-B-1.wav,rooster,esc50,1,5.0,220500,44100,1,16,e7058c46121ebc7ea9d93130b41c242c,
180,data/esc50/audio/1-34495-A-14.wav,chirping_birds,esc50,1,5.0,220500,44100,1,16,233b8b076a463efc104c623d095981c7,
181,data/esc50/audio/1-34497-A-14.wav,chirping_birds,esc50,1,5.0,220500,44100,1,16,72bca79e29ec4244241a8f3bf1298dde,
182,data/esc50/audio/1-34853-A-37.wav,clock_alarm,esc50,1,5.0,220500,44100,1,16,ce35ecb879c0f38e3fe4324700fa7e8e,
183,data/esc50/audio/1-35687-A-38.wav,clock_tick,esc50,1,5.0,220500,44100,1,16,7f0248581dcde9193d4d8af5f205d948,
184,data/esc50/audio/1-36164-A-26.wav,laughing,esc50,1,5.0,220500,44100,1,16,cf3e1fc8e52cddcb7ef2a06ea3f40e7f,
185,data/esc50/audio/1-36164-B-26.wav,laughing,esc50,1,5.0,220500,44100,1,16,a9b12fab3da2c7bba3e001264308f654,
186,data/esc50/audio/1-36393-A-23.wav,breathing,esc50,1,5.0,220500,44100,1,16,2a16382e8204a437df37f828e3bf0ded,
187,data/esc50/audio/1-36397-A-23.wav,breathing,esc50,1,5.0,220500,44100,1,16,7456b39e5d4e8860cfaf0e7b7c544a22,
188,data/esc50/audio/1-36400-A-23.wav,breathing,esc50,1,5.0,220500,44100,1,16,2ed2a0df89c0d341d681ba12abcc1bfe,
189,data/esc50/audio/1-36402-A-23.wav,breathing,esc50,1,5.0,220500,44100,1,16,aa0d360ca14dd9776d4c8af6f162e1a1,
190,data/esc50/audio/1-36929-A-47.wav,airplane,esc50,1,5.0,220500,44100,1,16,965af1dc8acb71020f4cad40e9a5a1ea,
191,data/esc50/audio/1-37226-A-29.wav,drinking_sipping,esc50,1,5.0,220500,44100,1,16,6393eee331e550389fa71ccba75e714b,
192,data/esc50/audio/1-38559-A-14.wav,chirping_birds,esc50,1,5.0,220500,44100,1,16,006f383ff451b0fe3266b4d50e0b75b7,
193,data/esc50/audio/1-38560-A-14.wav,chirping_birds,esc50,1,5.0,220500,44100,1,16,1b0400f17a2846f200887c3160cc8499,
194,data/esc50/audio/1-39835-A-9.wav,crow,esc50,1,5.0,220500,44100,1,16,1f75a84d3a976b692a902e4a22228d1a,
195,data/esc50/audio/1-39835-B-9.wav,crow,esc50,1,5.0,220500,44100,1,16,41cde1cd0fef3312a8ea5bb9c94cc472,
