sno,filepath,label,source,fold_id,duration_sec,duration_samples,sr,channels,bit_depth,md5,extra_meta
24,data/background_catergorized/screaming_background/screaming_on_pcm_sample_retraining_16.wav,screaming,background_catergorized,,1.0,21333,21333,1,16,d8c93d16a034e738ec4e7ad5ad0a9463,
25,data/background_catergorized/screaming_background/screaming_on_pcm_sample_retraining_163.wav,screaming,background_catergorized,,1.0,21333,21333,1,16,575225e3f4985f1c3b6abefca63b6710,
26,data/background_catergorized/screaming_background/screaming_on_pcm_sample_retraining_166.wav,screaming,background_catergorized,,1.0,21333,21333,1,16,e7bbdbae0ea60d0a7212c91d37a1abd2,
27,data/background_catergorized/screaming_background/screaming_on_pcm_sample_retraining_168.wav,screaming,background_catergorized,,1.0,21333,21333,1,16,4a33ca9f538b703079aa2043ab78ca5c,
28,data/background_catergorized/screaming_background/screaming_on_pcm_sample_retraining_170.wav,screaming,background_catergorized,,1.0,21333,21333,1,16,6e06d84c2142015753460a0d5a2aca6d,
29,data/background_catergorized/screaming_background/screaming_on_pcm_sample_retraining_171.wav,screaming,background_catergorized,,1.0,21333,21333,1,16,c01ce45ed771ddc660a44b021542048b,
30,data/background_catergorized/screaming_background/screaming_on_pcm_sample_retraining_172.wav,screaming,background_catergorized,,1.0,21333,21333,1,16,548306ef751b0af144602fb25bc142db,
31,data/background_catergorized/screaming_background/screaming_on_pcm_sample_retraining_173.wav,screaming,background_catergorized,,1.0,21333,21333,1,16,4634a2b49b8ab7033597c540bb528033,
32,data/background_catergorized/screaming_background/screaming_on_pcm_sample_retraining_174.wav,screaming,background_catergorized,,1.0,21333,21333,1,16,8f7a6675eba2bba84c1114da38c820ac,
33,data/background_catergorized/screaming_background/screaming_on_pcm_sample_retraining_175.wav,screaming,background_catergorized,,1.0,21333,21333,1,16,b7bd781d1fb43182a3dde0e2844150bd,
34,data/background_catergorized/screaming_background/screaming_on_pcm_sample_retraining_176.wav,screaming,background_catergorized,,1.0,21333,21333,1,16,c54eb3447ccc309dba38d9d3c7ac1788,
35,data/background_catergorized/screaming_background/screaming_on_pcm_sample_retraining_177.wav,screaming,background_catergorized,,1.0,21333,21333,1,16,b03ed9849914d0e99bc404ac5e743671,
36,data/background_catergorized/screaming_background/screaming_on_pcm_sample_retraining_178.wav,screaming,background_catergorized,,1.0,21333,21333,1,16,eb6dcc332eff8a4916c2e7e85fd1b0ce,
37,data/background_catergorized/screaming_background/screaming_on_pcm_sample_retraining_179.wav,screaming,background_catergorized,,1.0,21333,21333,1,16,490592f7956636d3b22facdefb1d5755,
38,data/background_catergorized/screaming_background/screaming_on_pcm_sample_retraining_180.wav,screaming,background_catergorized,,1.0,21333,21333,1,16,d25228017921637d1d247f190b7193fb,
39,data/background_catergorized/screaming_background/screaming_on_pcm_sample_retraining_68.wav,screaming,background_catergorized,,1.0,21333,21333,1,16,d1f7c17c8448394b1c938ccfbaca359f,
40,data/background_catergorized/screaming_background/screaming_on_pcm_sample_retraining_69.wav,screaming,background_catergorized,,1.0,21333,21333,1,16,f2a118f0a41fe468b53b69c79ea038aa,
41,data/background_catergorized/silent_background/silent_on_pcm_sample_retraining_13.wav,silent,background_catergorized,,1.0,21333,21333,1,16,e45b5261ed272ad2bedc304f22dce2a5,
42,data/background_catergorized/silent_background/silent_on_pcm_sample_retraining_136.wav,silent,background_catergorized,,1.0,21333,21333,1,16,2e9bc5f80d68427a482d06c77daa4a28,
43,data/background_catergorized/silent_background/silent_on_pcm_sample_retraining_215.wav,silent,background_catergorized,,1.0,21333,21333,1,16,96c4c951d8de5576180c4883816bb158,
44,data/background_catergorized/silent_background/silent_on_pcm_sample_retraining_22.wav,silent,background_catergorized,,1.0,21333,21333,1,16,d15e5264b134796c17ba039955a4313f,
45,data/background_catergorized/silent_background/silent_on_pcm_sample_retraining_25.wav,silent,background_catergorized,,1.0,21333,21333,1,16,f85f60da2928c831802ed95ff383d148,
46,data/background_catergorized/silent_background/silent_on_pcm_sample_retraining_43.wav,silent,background_catergorized,,1.0,21333,21333,1,16,93f5ddf26a02b4551c12aff8cddafbc4,
47,data/background_catergorized/silent_background/silent_on_pcm_sample_retraining_44.wav,silent,background_catergorized,,1.0,21333,21333,1,16,961c132f79476cdcf874d5987bb1c570,
48,data/background_catergorized/silent_background/silent_on_pcm_sample_retraining_46.wav,silent,background_catergorized,,1.0,21333,21333,1,16,9e65211cc9ddbe0c493d6a386c59c1fd,
49,data/background_catergorized/silent_background/silent_on_pcm_sample_retraining_59.wav,silent,background_catergorized,,1.0,21333,21333,1,16,a377efb05326eb7b94fc098777610966,
50,data/background_catergorized/silent_background/silent_on_pcm_sample_retraining_61.wav,silent,background_catergorized,,1.0,21333,21333,1,16,575d1e866fb91e002bdbaccf39337c2c,
51,data/background_catergorized/silent_background/silent_on_pcm_sample_retraining_62.wav,silent,background_catergorized,,1.0,21333,21333,1,16,7a55b33130b52a3a07ef597baa027bdb,
52,data/background_catergorized/silent_background/silent_on_pcm_sample_retraining_66.wav,silent,background_catergorized,,1.0,21333,21333,1,16,a1289e27ed94ee37ef1b194617a51f9e,
53,data/background_catergorized/silent_background/silent_on_pcm_sample_retraining_67.wav,silent,background_catergorized,,1.0,21333,21333,1,16,503451fc832cbe29018f901c841ac096,
54,data/background_catergorized/silent_background/silent_on_pcm_sample_retraining_76.wav,silent,background_catergorized,,1.0,21333,21333,1,16,0c2ceab08bf01484132066db24dca705,
55,data/background_catergorized/silent_background/silent_on_pcm_sample_retraining_8.wav,silent,background_catergorized,,1.0,21333,21333,1,16,b85fb91af0f935e472fd9bffac2675b4,
56,data/background_catergorized/silent_background/silent_on_silent_pcm_sample_retraining_2.wav,silent,background_catergorized,,1.0,21333,21333,1,16,17e518735f6bc45b310f125ea9bf9062,
57,data/background_catergorized/silent_background/silent_on_silent_pcm_sample_retraining_3.wav,silent,background_catergorized,,1.0,21333,21333,1,16,b742e42ccfe77e01a35d57344d029a89,
58,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_11.wav,talking,background_catergorized,,1.0,21333,21333,1,16,67e5fe6f372f8ab46996c2f9c71bce96,
59,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_139.wav,talking,background_catergorized,,1.0,21333,21333,1,16,3c6c5b28f3816e6402e18f614184a5ac,
60,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_14.wav,talking,background_catergorized,,1.0,21333,21333,1,16,5c1f295107e9873c2b09c5b95cb59582,
61,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_18.wav,talking,background_catergorized,,1.0,21333,21333,1,16,5f52df9bada7f48c5e95bdc1abcb1cc2,
62,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_19.wav,talking,background_catergorized,,1.0,21333,21333,1,16,55f6667ba2609f1e79ef5faa4392c853,
63,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_191.wav,talking,background_catergorized,,1.0,21333,21333,1,16,1a76199a6639a86fb91e718629fb28ff,
64,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_23.wav,talking,background_catergorized,,1.0,21333,21333,1,16,c57ab6c4f227562681c6469874f9aff8,
65,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_24.wav,talking,background_catergorized,,1.0,21333,21333,1,16,16c358f394472db5b96148b44e4744d8,
66,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_26.wav,talking,background_catergorized,,1.0,21333,21333,1,16,ce2eb208973be624e98b33989cf0d7a8,
67,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_27.wav,talking,background_catergorized,,1.0,21333,21333,1,16,198cbf011dfa11edff683a5380a4b997,
68,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_31.wav,talking,background_catergorized,,1.0,21333,21333,1,16,d9f57a4a2f3869d03d6e09986459aa2f,
69,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_35.wav,talking,background_catergorized,,1.0,21333,21333,1,16,eb711d13f91cb1bebba1b4518646ec8c,
70,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_36.wav,talking,background_catergorized,,1.0,21333,21333,1,16,c716c829711e26b7f608879a95804444,
71,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_38.wav,talking,background_catergorized,,1.0,21333,21333,1,16,b6b091d9b4dd19722ae0a8ce789b73cf,
72,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_39.wav,talking,background_catergorized,,1.0,21333,21333,1,16,fa3d78ace6e7400671701f0e8f4928f2,
73,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_41.wav,talking,background_catergorized,,1.0,21333,21333,1,16,11e9bbb8f70cdffc07f851b824ee5e1c,
74,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_47.wav,talking,background_catergorized,,1.0,21333,21333,1,16,a2755d9ed44ae3a0d29f08b457c89076,
75,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_49.wav,talking,background_catergorized,,1.0,21333,21333,1,16,437c37e109672758b2a9319cbc031cde,
76,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_50.wav,talking,background_catergorized,,1.0,21333,21333,1,16,b80bdf91d5d3989ef05874db70e5b10a,
77,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_51.wav,talking,background_catergorized,,1.0,21333,21333,1,16,c18e93f0a29a4368246ffbb0584e664c,
78,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_52.wav,talking,background_catergorized,,1.0,21333,21333,1,16,45fd408733d31f751f4b3504a6e9bd2a,
79,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_53.wav,talking,background_catergorized,,1.0,21333,21333,1,16,ff050097c17ca372866ff5556877087a,
80,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_60.wav,talking,background_catergorized,,1.0,21333,21333,1,16,8247f11cf0a004d7a2d9e053a1b55e48,
81,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_7.wav,talking,background_catergorized,,1.0,21333,21333,1,16,f84ccef2b0400995956d274d9420e559,
82,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_78.wav,talking,background_catergorized,,1.0,21333,21333,1,16,134147181f9dc8fccab997deb66f55d6,
83,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_80.wav,talking,background_catergorized,,1.0,21333,21333,1,16,ea01243c157e543d90ffbed32ec4272b,
84,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_81.wav,talking,background_catergorized,,1.0,21333,21333,1,16,92a6886cd4687be0f331e4fa7959da5c,
85,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_82.wav,talking,background_catergorized,,1.0,21333,21333,1,16,015a199ade420c29b1b2148da630df3d,
86,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_85.wav,talking,background_catergorized,,1.0,21333,21333,1,16,5b211a773a777298e6f197cbe048bff7,
87,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_89.wav,talking,background_catergorized,,1.0,21333,21333,1,16,aa25b6915c0f107c65c5e41fe9d54e16,
88,data/background_catergorized/talking_background/talking_on_pcm_sample_retraining_9.wav,talking,background_catergorized,,1.0,21333,21333,1,16,604abb315b39f4ce221fb0d62a0937c0,
89,data/background_catergorized/talking_background/talking_on_talking_pcm_sample_retraining_4.wav,talking,background_catergorized,,1.0,21333,21333,1,16,cf6b85a18ba42ecaa100338da97957e4,
90,data/background_catergorized/talking_background/talking_on_talking_pcm_sample_retraining_5.wav,talking,background_catergorized,,1.0,21333,21333,1,16,a40e6b002bf898185ea02defae9b62f1,
91,data/background_catergorized/talking_background/talking_on_talking_pcm_sample_retraining_6.wav,talking,background_catergorized,,1.0,21333,21333,1,16,8df40c74e6814d829d9525e16015d40d,
