sno,filepath,label,source,fold_id,duration_sec,duration_samples,sr,channels,bit_depth,md5,extra_meta
41,data/gunshot_kaggle/AK-12/3 (46).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,33bced84e7765eadbc6c27a494fbe929,weapon_id=AK-12
42,data/gunshot_kaggle/AK-12/3 (47).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,0faa3998b0e20293d806acbb518be1f6,weapon_id=AK-12
43,data/gunshot_kaggle/AK-12/3 (48).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,7763a3cfe583507b4e86d64d64b7797c,weapon_id=AK-12
44,data/gunshot_kaggle/AK-12/3 (49).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,dce884da89971a10e87dc48431cf4932,weapon_id=AK-12
45,data/gunshot_kaggle/AK-12/3 (5).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,cc42b47568284914d02bf414f66e7c62,weapon_id=AK-12
46,data/gunshot_kaggle/AK-12/3 (50).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,811ce5072d0eed1aa3ec5c3d3ee77aea,weapon_id=AK-12
47,data/gunshot_kaggle/AK-12/3 (51).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,063a82e86f7b4d789b70b5dd18bbb4b2,weapon_id=AK-12
48,data/gunshot_kaggle/AK-12/3 (52).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,984a425285533fb0bf98db15e1aadcb2,weapon_id=AK-12
49,data/gunshot_kaggle/AK-12/3 (53).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,3cd3f40fe893ccbe98b20775f586264f,weapon_id=AK-12
50,data/gunshot_kaggle/AK-12/3 (54).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,0f8f0fdf744837b20dab2570e7038f46,weapon_id=AK-12
51,data/gunshot_kaggle/AK-12/3 (55).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,d289fd0b66931837e5c3a1cb1808c48c,weapon_id=AK-12
52,data/gunshot_kaggle/AK-12/3 (56).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,7fddd7ab825edba27b7ffcbff55bba45,weapon_id=AK-12
53,data/gunshot_kaggle/AK-12/3 (57).wav,gunshot,gunshot_kaggle,,360.0,15876000,44100,2,16,ab97ff84727a34c5c3cd776b807b4db4,weapon_id=AK-12
54,data/gunshot_kaggle/AK-12/3 (58).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,aef8875d14feb2fce17c072cf99830c5,weapon_id=AK-12
55,data/gunshot_kaggle/AK-12/3 (59).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,ffd872441f1114c0148be9a298720265,weapon_id=AK-12
56,data/gunshot_kaggle/AK-12/3 (6).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,cdbe113a121d43f8be14e6a22a8873b4,weapon_id=AK-12
57,data/gunshot_kaggle/AK-12/3 (60).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,1c748ce573efb3e4984dac32f4b243fb,weapon_id=AK-12
58,data/gunshot_kaggle/AK-12/3 (61).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,d9d4e5a4d275f9268aa2c01f16a081a1,weapon_id=AK-12
59,data/gunshot_kaggle/AK-12/3 (62).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,b8d47a263f3c733f960a9c15e00b8625,weapon_id=AK-12
60,data/gunshot_kaggle/AK-12/3 (63).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,7c299529d972f6f44eaaa2062266f414,weapon_id=AK-12
61,data/gunshot_kaggle/AK-12/3 (64).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,3301ad4f070b7e599c55b4a9ae5e9702,weapon_id=AK-12
62,data/gunshot_kaggle/AK-12/3 (65).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,a0754b74c8ef9f739fa359493a95c95d,weapon_id=AK-12
63,data/gunshot_kaggle/AK-12/3 (66).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,e46f7341e3baabcee72f3eac626df273,weapon_id=AK-12
64,data/gunshot_kaggle/AK-12/3 (67).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,d4598c2019cfb6febb894e5121d85422,weapon_id=AK-12
65,data/gunshot_kaggle/AK-12/3 (68).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,c86e717bf65e001ef237a4c96a4584e2,weapon_id=AK-12
66,data/gunshot_kaggle/AK-12/3 (69).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,586e093aa8af2a08194c69a5fdf946fa,weapon_id=AK-12
67,data/gunshot_kaggle/AK-12/3 (7).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,caca8a4b1400510dbee76833080052b9,weapon_id=AK-12
68,data/gunshot_kaggle/AK-12/3 (70).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,806d7d3993a835f28b9700a0ababe6f7,weapon_id=AK-12
69,data/gunshot_kaggle/AK-12/3 (71).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,7e9c50005a2d82d158186e02c4739761,weapon_id=AK-12
70,data/gunshot_kaggle/AK-12/3 (72).wav,gunshot,gunshot_kaggle,,320.0,14112000,44100,2,16,4c54dc974c9326f055b6ecfd23c3debc,weapon_id=AK-12
71,data/gunshot_kaggle/AK-12/3 (73).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,84667a9badcf849efb7512743adc8765,weapon_id=AK-12
72,data/gunshot_kaggle/AK-12/3 (74).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,b66670aa569ae1f92b195278156340d8,weapon_id=AK-12
73,data/gunshot_kaggle/AK-12/3 (75).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,aab136f0d309086a65202150e3c7ee75,weapon_id=AK-12
74,data/gunshot_kaggle/AK-12/3 (76).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,07ab5585d782f46cbe2e41008aa49bf3,weapon_id=AK-12
75,data/gunshot_kaggle/AK-12/3 (77).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,eb7345500223ceabb52b1204ca72ff5d,weapon_id=AK-12
76,data/gunshot_kaggle/AK-12/3 (78).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,5751643443ee978f986cfd008764a295,weapon_id=AK-12
77,data/gunshot_kaggle/AK-12/3 (79).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,b5eab63b497bd8dc8327c73ba806b2af,weapon_id=AK-12
78,data/gunshot_kaggle/AK-12/3 (8).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,675c1892d0262d30874cf2c01264384a,weapon_id=AK-12
79,data/gunshot_kaggle/AK-12/3 (80).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,b34c247528e49c3aef836e0f1133e962,weapon_id=AK-12
80,data/gunshot_kaggle/AK-12/3 (81).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,2f4516fa2573487b2b9d1e24ea83c1e5,weapon_id=AK-12
81,data/gunshot_kaggle/AK-12/3 (82).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,81845753f03814122dea9ba48b4ff560,weapon_id=AK-12
82,data/gunshot_kaggle/AK-12/3 (83).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,33921dd6ae2cb6575bce913f13512e1c,weapon_id=AK-12
83,data/gunshot_kaggle/AK-12/3 (84).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,45514ece05f81e751465186270111302,weapon_id=AK-12
84,data/gunshot_kaggle/AK-12/3 (85).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,33698b0c4e1da17960c7eba2a6c3ff16,weapon_id=AK-12
85,data/gunshot_kaggle/AK-12/3 (86).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,57e48ec1e7725008f82c2efeed4c2235,weapon_id=AK-12
86,data/gunshot_kaggle/AK-12/3 (87).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,ebb4baf96c8ab71834cd951518270c60,weapon_id=AK-12
87,data/gunshot_kaggle/AK-12/3 (88).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,77c175a0360b5ae3016aef856a5f05c6,weapon_id=AK-12
88,data/gunshot_kaggle/AK-12/3 (89).wav,gunshot,gunshot_kaggle,,305.0,13450500,44100,2,16,73fd62c36dd6a712d50b378d21ba3f6d,weapon_id=AK-12
89,data/gunshot_kaggle/AK-12/3 (9).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,8c1fae31d6189f273f50eed6c9a0c1c5,weapon_id=AK-12
90,data/gunshot_kaggle/AK-12/3 (90).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,8fcc2f8c38d0a21727dc61765b999aa3,weapon_id=AK-12
91,data/gunshot_kaggle/AK-12/3 (91).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,60b5cd2c268513e64ecb7295146bd491,weapon_id=AK-12
92,data/gunshot_kaggle/AK-12/3 (92).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,4a4806eb5a8e345a56a4e1451ce56fff,weapon_id=AK-12
93,data/gunshot_kaggle/AK-12/3 (93).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,7c1c1927a468237536eb9edac9d623aa,weapon_id=AK-12
94,data/gunshot_kaggle/AK-12/3 (94).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,44946a43162899ccf35b319bfa3abf11,weapon_id=AK-12
95,data/gunshot_kaggle/AK-12/3 (95).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,8357b0acc2f575018aaff65d66b45696,weapon_id=AK-12
96,data/gunshot_kaggle/AK-12/3 (96).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,a59b2a45354f7e9e6b8e59b9b46f60fa,weapon_id=AK-12
97,data/gunshot_kaggle/AK-12/3 (97).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,6ec21834bf5d8a157fff4a7961db900c,weapon_id=AK-12
98,data/gunshot_kaggle/AK-12/3 (98).wav,gunshot,gunshot_kaggle,,1.0,44100,44100,2,16,fced06e9c051bbc53e923e8bd2cf581e,weapon_id=AK-12
99,data/gunshot_kaggle/AK-47/1 (1).wav,gunshot,gunshot_kaggle,,3.0,144000,48000,2,16,994213b3cc9c9e5b7f6114ee630fd91a,weapon_id=AK-47
100,data/gunshot_kaggle/AK-47/1 (10).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,38644444b2a0ede1616ef051a8c65de9,weapon_id=AK-47
101,data/gunshot_kaggle/AK-47/1 (11).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,afe144fc408e1afec0350c291fd60ee6,weapon_id=AK-47
102,data/gunshot_kaggle/AK-47/1 (12).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,fbafa0e4bbdf1780c7465085c6f7d6e5,weapon_id=AK-47
103,data/gunshot_kaggle/AK-47/1 (13).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,e24718fd5b2bfcd03f2a036fcb4f37f3,weapon_id=AK-47
104,data/gunshot_kaggle/AK-47/1 (14).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,046bcb0eccf6db0a9df388197092e9d8,weapon_id=AK-47
105,data/gunshot_kaggle/AK-47/1 (15).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,e436d9ef3e4bb408fc9e38640597fb66,weapon_id=AK-47
106,data/gunshot_kaggle/AK-47/1 (16).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,83b03f9a8e3b72986b3444d491f7a4fa,weapon_id=AK-47
107,data/gunshot_kaggle/AK-47/1 (17).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,4bb2fba9a6888104fe6db31a4a4a5320,weapon_id=AK-47
108,data/gunshot_kaggle/AK-47/1 (18).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,d34b736ff5d79ec51aa765a75eb935ae,weapon_id=AK-47
109,data/gunshot_kaggle/AK-47/1 (19).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,9d63a556fd59243bd47f39e6ae3a5466,weapon_id=AK-47
110,data/gunshot_kaggle/AK-47/1 (2).wav,gunshot,gunshot_kaggle,,4.0,192000,48000,2,16,20864ddd47529990dfb1868b2b6836a4,weapon_id=AK-47
111,data/gunshot_kaggle/AK-47/1 (20).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,773af5ea81131afc488adcadd0fee4ba,weapon_id=AK-47
112,data/gunshot_kaggle/AK-47/1 (21).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,686fb9600cf1a7d7fe09e271bffccad8,weapon_id=AK-47
113,data/gunshot_kaggle/AK-47/1 (22).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,e528c5a36d9099fa78103d1ff9f3e3f4,weapon_id=AK-47
114,data/gunshot_kaggle/AK-47/1 (23).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,b68fa08a436df002f2054e5b099beb1f,weapon_id=AK-47
115,data/gunshot_kaggle/AK-47/1 (24).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,258f9892f298ea234f816ef3774d8464,weapon_id=AK-47
116,data/gunshot_kaggle/AK-47/1 (25).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,293e95589b900bd0b4ccf8fd28f3636e,weapon_id=AK-47
117,data/gunshot_kaggle/AK-47/1 (26).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,43e9bc9696baca097b7a1b6b5d09a1b2,weapon_id=AK-47
118,data/gunshot_kaggle/AK-47/1 (27).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,28cb48202cc0fa0f6ece15346c2932db,weapon_id=AK-47
119,data/gunshot_kaggle/AK-47/1 (28).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,b781ce9bc2fff80043bbb6e618b6c338,weapon_id=AK-47
120,data/gunshot_kaggle/AK-47/1 (29).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,0baa9bf6b6927432fdee96e82ed0531b,weapon_id=AK-47
121,data/gunshot_kaggle/AK-47/1 (3).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,ad6e498b0a03d9e6ee1e54460174eb79,weapon_id=AK-47
122,data/gunshot_kaggle/AK-47/1 (30).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,9c7774f5260f0817125e7def4ae6d8fc,weapon_id=AK-47
123,data/gunshot_kaggle/AK-47/1 (31).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,5891e1dbb261a103780b2d738ffbdd57,weapon_id=AK-47
124,data/gunshot_kaggle/AK-47/1 (32).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,7a6d68bd64d10d98f2b206ec6d888e9e,weapon_id=AK-47
125,data/gunshot_kaggle/AK-47/1 (33).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,260b46f1f88beedf802cca475e462f1c,weapon_id=AK-47
126,data/gunshot_kaggle/AK-47/1 (34).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,de5a74daf19e9973a0453536cc249a4d,weapon_id=AK-47
127,data/gunshot_kaggle/AK-47/1 (35).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,ee2222b48948c64b8e9bbeeffa95ab39,weapon_id=AK-47
128,data/gunshot_kaggle/AK-47/1 (36).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,a55888f2db810ee3fe515734f20f03f6,weapon_id=AK-47
129,data/gunshot_kaggle/AK-47/1 (37).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,abac430f14e6c2fb75846b1bf6b92fcc,weapon_id=AK-47
130,data/gunshot_kaggle/AK-47/1 (38).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,ce2b83328b82a6db6a9eea994d28d8c5,weapon_id=AK-47
131,data/gunshot_kaggle/AK-47/1 (39).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,84fa776c1ec81516abadfcb94402b298,weapon_id=AK-47
132,data/gunshot_kaggle/AK-47/1 (4).wav,gunshot,gunshot_kaggle,,3.0,144000,48000,2,16,333aac8a68f6e5144b4a78acc9ebd7ab,weapon_id=AK-47
133,data/gunshot_kaggle/AK-47/1 (40).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,2f50eb81565e4aa6ad9ee6fc03345f16,weapon_id=AK-47
134,data/gunshot_kaggle/AK-47/1 (41).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,cbe89fff6d1a485d80ce3fb649170cdf,weapon_id=AK-47
135,data/gunshot_kaggle/AK-47/1 (42).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,6b236bfa57b7072bac5d5bebefe6714f,weapon_id=AK-47
136,data/gunshot_kaggle/AK-47/1 (43).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,41e1a474133c7578b93a23467d5589fd,weapon_id=AK-47
137,data/gunshot_kaggle/AK-47/1 (44).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,d04f5cd1aa726b1150bf82715c8a5a00,weapon_id=AK-47
138,data/gunshot_kaggle/AK-47/1 (45).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,9a01faeee7bea899d8a7ad98de2e86a7,weapon_id=AK-47
139,data/gunshot_kaggle/AK-47/1 (46).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,c0be7a01ea2bf87ae19aaca98ae715cb,weapon_id=AK-47
140,data/gunshot_kaggle/AK-47/1 (47).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,219a29ed870877fc2ef1dc29b9f54ff5,weapon_id=AK-47
141,data/gunshot_kaggle/AK-47/1 (48).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,d5fb9cb8e349ed00809f5b034691210b,weapon_id=AK-47
142,data/gunshot_kaggle/AK-47/1 (49).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,fadd9578a6b815b0734b6b496de65a96,weapon_id=AK-47
143,data/gunshot_kaggle/AK-47/1 (5).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,8b602ef0dd52c740de5e070dfea30769,weapon_id=AK-47
144,data/gunshot_kaggle/AK-47/1 (50).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,4f4e3e6ae3ec698265a34ceedf6b0a51,weapon_id=AK-47
145,data/gunshot_kaggle/AK-47/1 (51).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,f7d6800556068147eb1a3cf0becf915d,weapon_id=AK-47
146,data/gunshot_kaggle/AK-47/1 (52).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,5c919c1b70c939dd9775ced0b6dd75d1,weapon_id=AK-47
147,data/gunshot_kaggle/AK-47/1 (53).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,cb9c1c756a244dbdd75f54b6c9ce2ddf,weapon_id=AK-47
148,data/gunshot_kaggle/AK-47/1 (54).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,4ffeb9c33f3341c9613119565d031f9c,weapon_id=AK-47
149,data/gunshot_kaggle/AK-47/1 (55).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,3094358472a0f6b4332bdaf5e6a8dffa,weapon_id=AK-47
150,data/gunshot_kaggle/AK-47/1 (56).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,6c0d19057d23480cf2e2b2e951e5c6c8,weapon_id=AK-47
151,data/gunshot_kaggle/AK-47/1 (57).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,9691a3e79abf6e6edc786e295a745aa8,weapon_id=AK-47
152,data/gunshot_kaggle/AK-47/1 (58).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,81dd5ed313bceb9334d7a8a413bab538,weapon_id=AK-47
153,data/gunshot_kaggle/AK-47/1 (59).wav,gunshot,gunshot_kaggle,,2.0,88200,44100,2,16,eceae0dd6a9b5df4005fd172e52254e6,weapon_id=AK-47
154,data/gunshot_kaggle/AK-47/1 (6).wav,gunshot,gunshot_kaggle,,2.0,96000,48000,2,16,ab0e69a88576b33a46a6fe2bd7918054,weapon_id=AK-47
